Description,Incursion Type,LAB,STID ,Zone,Northing,Easting,DH,Depth,Assay Type,COA,Sample Weight,Au,Pt,Pd,Rh,Ir,Os,Ru,Ag,Al,As,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Cl,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr,Dy,Er,Eu,Gd,Ho,Lu,Nd,Pr,Sm,Tb,Tm,Yb
,HY20,UofN,157649,1,3905535,456729,81,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.23,0.11,0,0.11,0,0,0.11,0.11,76456.84,,,,1.64,0.11,,,63.55,11.26,53.54,5.6,21.34,,,,,1.02,,0,,32.82,,23486,646.86,12.85,,0,25.86,938.31,,,0,,1.87,11.71,0.91,,2211.08,0.28,0.17,6.51,3245.03,0,6.17,114.37,6.79,18.34,64.63,21.51,3.34,1.87,1.02,4.53,0.68,0.28,7.02,7.02,4.64,0.62,0.23,1.81
,HY20,UofN,157649,1,3905535,456729,81,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.51,0.06,0,0,0,0,0.11,0.11,74532.69,,,,2.72,0.06,,,71.48,11.43,54.16,5.72,20.37,,,,,1.13,,0,,36.73,,22880.46,632.71,12.68,,0,23.94,880.02,,,0,,1.7,12.56,6.96,,2164.67,0.28,0.17,6.06,3203.15,0,5.77,110.98,6.62,20.6,59.99,24,3.68,2.09,1.13,4.3,0.74,0.28,7.81,7.81,5.26,0.68,0.28,1.87
,HY20,UofN,157649,1,3905535,456729,81,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.45,0.11,0,0.06,0,0,0.06,0.11,76287.07,,,,5.04,0.06,,,75.78,11.21,54.67,5.72,20.32,,,,,1.3,,0.06,,38.82,,23384.14,642.89,12.62,,0,24,1026.59,,,0,,1.64,13.07,4.02,,2209.95,0.28,0.34,6.39,3286.91,0,6,112.34,6.9,22.35,62.54,25.64,3.85,2.09,1.19,4.87,0.74,0.28,8.38,8.38,5.49,0.68,0.28,1.81
,HY20,UofN,157650,1,3905535,456729,81,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.28,0,0.21,0,0,0.14,0.14,76108.8,,,,4.03,0.14,,,69.18,11.66,60.7,6.08,20.07,,,,,1.13,,0,,35.05,,23313.18,647.74,11.94,,0,24.73,983.69,,,0,,1.84,11.09,2.61,,2137.69,0.28,0.14,6.01,3299.46,0,5.87,93.92,6.15,19.93,69.4,24.45,3.6,1.91,1.13,4.73,0.71,0.35,7.56,7.56,5.37,0.57,0.28,1.84
,HY20,UofN,157650,1,3905535,456729,81,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.21,0.14,0,0.28,0,0,0.07,0.07,77168.81,,,,2.26,0.07,,,68.26,11.8,60.84,6.29,21.06,,,,,1.41,,0.07,,34.98,,23645.32,662.51,12.37,,0,24.17,891.12,,,0,,2.05,13.14,2.47,,2152.53,0.28,0.28,6.93,3362.36,0,6.22,95.4,6.43,20.28,70.24,26.57,3.46,1.91,1.13,4.59,0.71,0.28,7.56,7.56,5.09,0.64,0.28,1.91
,HY20,UofN,157650,1,3905535,456729,81,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.07,0.28,0,0.07,0,0,0,0.14,76179.47,,,,4.03,0.21,,,67.42,10.88,59.29,5.87,20.49,,,,,1.41,,0.07,,34.7,,23433.31,638.97,11.94,,0,23.67,966.73,,,0,,1.63,14.06,7.91,,2112.96,0.28,0,7,3319.25,0,6.08,93.7,6.29,19.65,64.52,26.57,3.67,1.98,1.13,4.31,0.71,0.28,7.35,7.35,4.88,0.64,0.28,1.84
,HY20,UofN,157650,1,3905535,456729,81,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.07,0.14,0,0.41,0,0,0.14,0.07,78178.08,,,,2.86,0.07,,,62.79,11.78,56.93,6.2,21.79,,,,,1.43,,0,,32.42,,23793.92,668.33,12.87,,0,25.81,908.45,,,0,,1.7,11.37,5.04,,2174.41,0.27,0,6.13,3365.47,0,5.86,113.39,6.67,18.86,63.47,24.24,3.27,1.77,1.16,4.29,0.68,0.27,6.95,6.95,4.77,0.61,0.27,1.77
,HY20,UofN,157650,1,3905535,456729,81,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.34,0.14,0,0.07,0,0,0.07,0.14,77565.19,,,,3.95,0.07,,,65.99,11.64,58.36,6.2,21.38,,,,,1.43,,0,,33.3,,23705.39,667.99,12.53,,0,24.79,917.3,,,0,,1.84,12.26,3.13,,2163.52,0.27,0.48,6.88,3351.17,0,5.86,114.2,6.47,18.59,64.56,26.56,3.4,2.04,1.09,4.36,0.68,0.27,7.15,7.15,5.04,0.61,0.27,1.77
,HY20,UofN,157650,1,3905535,456729,81,20,LMB Flux,Nexus_COA_Set_2.xlsx,,0.34,0.14,0,0.07,0,0,0.14,0.07,78927.18,,,,3.81,0.07,,,66.6,11.71,57.68,6.2,22.06,,,,,1.36,,0,,33.91,,23977.79,668.6,13.14,,0,25.67,895.51,,,0,,1.91,12.87,3.75,,2151.94,0.27,0,7.22,3362.07,0,5.92,112.84,6.74,18.93,65.38,26.97,3.68,1.91,1.09,4.29,0.61,0.27,7.35,7.35,5.18,0.61,0.27,1.7
,HY20,UofN,157808,1,3903096,456120,84,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.09,0,0.22,0,0,0,0.09,74228.19,,,,3.02,0.09,,,76.94,10.26,46.73,5.42,21.72,,,,,1.38,,0.04,,39.93,,18701.42,688.53,6.35,,0,20.88,817.8,,,0,,0.93,15.33,2.31,,1120.31,0.22,0,7.37,3057.97,0,4.84,87.55,4.71,24.17,69.39,23.41,3.82,2.13,1.24,5.11,0.8,0.31,8.57,8.57,6.17,0.67,0.31,2
,HY20,UofN,157808,1,3903096,456120,84,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.09,0,1.69,0,0,0.04,0.09,74672.41,,,,3.24,0.09,,,80.98,10.26,45.44,5.24,21.32,,,,,1.33,,0,,41.62,,18754.72,680.98,6.49,,0,20.21,842.67,,,0,,0.98,16.39,4.26,,1109.2,0.27,0.09,8.22,3056.64,0,5.15,87.95,4.75,25.76,69.03,24.52,4.22,2.18,1.33,5.33,0.84,0.31,8.75,8.75,6.13,0.71,0.31,2.09
,HY20,UofN,157808,1,3903096,456120,84,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.13,0,3.64,0,0,0.04,0.13,73473.03,,,,2.13,0.09,,,78.63,10.22,45.67,5.33,20.3,,,,,1.38,,0.04,,40.6,,18501.52,669.87,6.49,,0,20.35,998.59,,,0,,0.89,17.15,4.53,,1091.88,0.22,0.09,8.13,2981.12,0,4.98,85.38,4.71,25.1,68.99,24.65,3.95,2.27,1.38,5.46,0.84,0.31,8.71,8.71,6.17,0.71,0.31,1.87
,HY20,UofN,157808,1,3903096,456120,84,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.29,0,0.12,0,0,0,0.12,73015.34,,,,3.66,0.12,,,81.26,10.16,44.63,5.34,19.85,,,,,1.63,,0,,42.14,,18329.29,660.5,5.86,,0,18.57,853.2,,,0,,1.1,15.44,6.56,,1085.94,0.23,0,7.37,3008.84,0,4.99,80.97,4.93,23.97,63.32,26.29,3.89,2.09,1.33,5.28,0.75,0.35,9,9,6.04,0.75,0.29,1.92
,HY20,UofN,157808,1,3903096,456120,84,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.12,0,0.41,0,0,0.06,0.12,73711.83,,,,4.12,0.12,,,82.71,10.04,44.52,5.34,20.2,,,,,1.57,,0,,43.07,,18491.8,662.25,6.27,,0,18.86,854.94,,,0,,0.93,16.25,3.54,,1089.43,0.23,0.17,7.95,3045.98,0,4.88,81.14,5.05,25.13,59.2,28.56,4,2.26,1.22,4.88,0.75,0.29,9.11,9.11,6.09,0.7,0.29,2.03
,HY20,UofN,157808,1,3903096,456120,84,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.23,0,0.06,0,0,0.06,0.06,72667.1,,,,2.55,0.06,,,82.65,10.22,42.66,5.28,19.97,,,,,1.57,,0,,43.01,,18352.5,658.18,6.27,,0,19.33,971.6,,,0,,1.04,18.4,5.46,,1081.3,0.23,0.29,7.95,3014.06,0,4.93,79.92,5.11,25.36,60.71,28.67,4,2.15,1.28,4.93,0.75,0.29,9.11,9.11,5.92,0.75,0.29,1.97
,HY20,UofN,157884,1,3908340,457558,85,5,LMB Flux,Nexus_COA_Set_2.xlsx,,2.86,0.12,2.2,0.12,0,0,0.12,0.12,62233.27,,,,1.19,0,,,73,7.56,40.16,3.99,11.3,,,,,1.84,,0,,38.43,,14790.81,480.97,5.53,,0,17.67,672.9,,,0,,1.61,13.68,3.87,,719.31,0.24,0,5.41,2786.22,0,6.72,78.54,6.37,22.31,38.97,33.79,3.45,1.67,1.19,4.52,0.65,0.3,8.27,8.27,5.59,0.65,0.24,1.61
,HY20,UofN,157884,1,3908340,457558,85,5,LMB Flux,Nexus_COA_Set_2.xlsx,,3.15,0.24,2.62,0.12,0,0,0.06,0.12,64494.13,,,,2.44,0.06,,,75.03,7.79,41.41,4.28,11.01,,,,,1.96,,0,,39.98,,15356.03,495.37,5.3,,0,18.8,703.25,,,0,,1.43,14.58,5.83,,738.95,0.18,0,6.07,2933.17,0,6.9,81.99,7.32,23.14,38.49,39.45,3.39,1.9,1.31,4.58,0.71,0.3,8.63,8.63,5.65,0.65,0.3,1.78
,HY20,UofN,157884,1,3908340,457558,85,5,LMB Flux,Nexus_COA_Set_2.xlsx,,2.8,0.12,2.38,0.18,0,0,0.06,0.18,62114.27,,,,1.49,0,,,72.41,7.32,38.55,4.05,10.89,,,,,1.9,,0,,38.73,,14772.96,481.45,5.47,,0,17.02,646.13,,,0,,1.49,14.58,5.59,,726.45,0.24,0,6.07,2838.57,0,6.96,77.58,7.5,22.55,38.55,40.76,3.45,1.9,1.19,4.46,0.65,0.24,8.27,8.27,5.47,0.65,0.3,1.67
,HY20,UofN,157884,1,3908340,457558,85,5,LMB Flux,Nexus_COA_Set_2.xlsx,,2.34,0.04,1.59,0.04,0,0,0.04,0.13,62416.93,,,,1.26,0.04,,,69.58,7.24,36.25,3.81,11.18,,,,,1.59,,0.04,,37.05,,15003.51,468.44,4.31,,0,15.95,723.8,,,0,,1.05,12.98,3.35,,691.57,0.17,0.17,5.65,2819.86,0,6.74,71.88,5.57,22.48,40.52,35.08,3.39,1.88,1.3,4.19,0.67,0.25,7.95,7.95,5.15,0.59,0.25,1.63
,HY20,UofN,157884,1,3908340,457558,85,5,LMB Flux,Nexus_COA_Set_2.xlsx,,2.18,0.42,1.59,0.08,0,0,0.04,0.13,61412.23,,,,0.75,0.04,,,69.66,7.37,36.34,3.89,11.01,,,,,1.59,,0,,37.05,,14584.88,465.51,4.31,,0,16.2,717.1,,,0,,1.17,12.85,5.15,,693.24,0.17,0,5.94,2746.6,0,6.74,71,5.57,22.06,43.62,37.26,3.43,1.88,1.17,4.44,0.63,0.25,7.95,7.95,5.27,0.63,0.25,1.51
,HY20,UofN,157884,1,3908340,457558,85,5,LMB Flux,Nexus_COA_Set_2.xlsx,,2.3,0.04,1.67,0.04,0,0,0.08,0.08,60198.22,,,,2.76,0.04,,,70.12,7.28,39.27,3.98,10.67,,,,,1.67,,0,,37.17,,14367.2,458.39,4.31,,0,16.16,583.98,,,0,,1.26,13.69,5.99,,690.31,0.21,0,6.2,2724.83,0,6.87,70.83,5.65,22.23,42.91,39.39,3.6,1.76,1.21,4.27,0.67,0.25,7.95,7.95,5.23,0.63,0.29,1.72
,HY20,UofN,157681,1,3907531,456730,86,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.25,0.06,0,0.12,0,0,0.12,0.12,102107.2,,,,4.48,0.12,,,90.03,13.25,68.87,7.85,24.65,,,,,0.92,,0.06,,45.63,,20390.78,808.27,16.93,,0,31.46,1000.83,,,0,,1.53,20.36,3.92,,457,0.18,0,7.18,3969.61,0,3.37,104.5,4.54,28.15,108.42,14.84,4.54,2.51,1.53,5.89,0.92,0.31,10.18,10.18,7.3,0.86,0.31,2.33
,HY20,UofN,157681,1,3907531,456730,86,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.25,0.37,0,0.31,0,0,0.12,0.18,101555.27,,,,5.34,0.06,,,85.3,13.31,66.97,7.73,22.94,,,,,0.86,,0.06,,43.05,,20053.49,800.91,16.86,,0,30.23,1057.87,,,0,,1.41,17.72,1.41,,453.07,0.18,0,7.73,3910.74,0,3.25,102.54,4.48,27.23,84.32,15.39,4.23,2.27,1.53,5.7,0.8,0.31,9.63,9.63,6.19,0.8,0.31,2.27
,HY20,UofN,157681,1,3907531,456730,86,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.18,0.12,0,0.12,0,0,0.18,0.18,99960.8,,,,2.7,0.06,,,86.47,13.12,67.34,7.73,21.95,,,,,0.92,,0,,43.79,,19844.98,791.71,16.86,,0,30.17,978.76,,,0,,1.35,17.6,4.29,,449.03,0.18,0.92,8.22,3940.17,0,3.5,101.49,4.54,26.86,81.13,15.58,4.48,2.39,1.41,5.89,0.92,0.37,9.63,9.63,6.62,0.8,0.37,2.09
,HY20,UofN,157681,1,3907531,456730,86,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.07,0.13,0,0.2,0,0,0.07,0.13,100472.47,,,,1.72,0.13,,,84.63,13.14,69.45,7.72,22.38,,,,,0.99,,0,,42.45,,20068.09,790.84,16.44,,0,30.56,979.64,,,0,,1.65,16.9,5.81,,465.33,0.2,0,7.59,3974.67,0,3.37,97.63,4.62,26.87,77.43,16.64,4.55,2.44,1.52,5.61,0.86,0.33,9.44,9.44,6.4,0.79,0.33,2.24
,HY20,UofN,157681,1,3907531,456730,86,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.2,0.07,0,0.13,0,0,0.07,0.13,99548.28,,,,3.7,0.13,,,88.06,13.14,67.86,7.72,22.91,,,,,0.99,,0.07,,44.76,,19936.06,784.9,16.77,,0,29.31,979.64,,,0,,1.72,19.61,1.91,,465.33,0.2,0,8.12,3859.81,0,3.3,94.99,4.82,27.66,76.71,17.56,4.75,2.51,1.52,5.81,0.86,0.33,9.7,9.7,6.8,0.79,0.33,2.24
,HY20,UofN,157681,1,3907531,456730,86,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.07,0.33,0,0.13,0,0,0.07,0.2,100274.43,,,,4.09,0.13,,,87.4,13.27,68.85,7.72,23.24,,,,,1.06,,0,,44.23,,19942.66,794.14,16.5,,0,30.96,1015.29,,,0,,1.78,19.41,7.06,,467.97,0.2,0.53,7.86,3936.38,0,3.37,98.16,4.88,27.13,75.98,18.22,4.49,2.51,1.39,5.68,0.86,0.33,9.77,9.77,6.54,0.86,0.4,2.24
,HY20,UofN,157872,1,3907127,457140,89,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.6,0.13,0,0.07,0.13,0.07,0.13,0.13,79846.84,,,,3.16,0.34,,,78.03,13.44,60.83,7.33,48.73,,,,,1.08,,0.07,,38.85,,18187.34,741.34,17.21,,0.13,30.92,779.65,,,0.07,,1.48,14.25,4.17,,914.74,0.13,0.74,5.65,3326.28,0.27,2.96,93.76,4.44,22.45,82.4,8.94,4.03,2.29,1.28,4.91,0.74,0.27,8.27,8.27,5.65,0.67,0.27,2.15
,HY20,UofN,157872,1,3907127,457140,89,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.74,0.2,0,0.6,0.07,0,0.07,0.13,83476.24,,,,4.1,0.2,,,77.76,13.78,68.82,7.53,50.81,,,,,1.28,,0.07,,38.38,,18993.87,773.6,18.82,,0.13,32.13,1140.57,,,0.07,,1.48,16.8,11.56,,949.02,0.2,0.13,7.19,3467.42,0.2,2.96,97.59,4.57,22.78,87.64,11.9,4.23,2.15,1.28,4.97,0.81,0.34,8.6,8.6,6.25,0.74,0.27,2.02
,HY20,UofN,157872,1,3907127,457140,89,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.6,0.13,0,0.27,0.07,0,0.07,0.2,81997.6,,,,4.03,0.2,,,81.93,13.85,64.19,7.73,50.27,,,,,1.34,,0.07,,41.27,,18651.09,757.47,18.28,,0.13,32.13,832.07,,,0.07,,1.48,18.35,11.49,,926.84,0.2,0.67,7.73,3470.78,0.07,3.09,98.2,4.5,24.46,88.52,13.04,4.17,2.22,1.34,5.11,0.74,0.34,8.87,8.87,6.18,0.74,0.27,1.88
,HY20,UofN,157872,1,3907127,457140,89,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.38,0.13,0,0.25,0.06,0.06,0.06,0.06,85864.55,,,,2.28,0.19,,,80.66,13.96,65.87,7.74,51.47,,,,,1.27,,0.06,,39.98,,19679.67,786.3,17.01,,0.13,33.06,868.16,,,0.06,,1.59,16.75,9.33,,968.44,0.25,0.19,7.04,3559.6,0.06,2.98,94.56,4.25,23.54,86.75,13.01,4.13,2.28,1.33,5.2,0.83,0.32,8.88,8.88,6.16,0.76,0.32,2.03
,HY20,UofN,157872,1,3907127,457140,89,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.7,1.33,0,0.32,0,0,0.38,0.19,87704.95,,,,4,0.19,,,78.69,13.96,67.08,7.87,52.36,,,,,1.33,,0.06,,39.28,,20016.02,803.43,16.82,,0.06,33.06,1025.55,,,0.06,,1.78,14.6,2.73,,978.59,0.19,0.51,7.36,3649.08,0.06,3.11,93.42,4.57,22.85,87.32,14.53,4.19,2.35,1.52,5.14,0.89,0.51,8.88,8.88,6.03,0.95,0.51,2.16
,HY20,UofN,157872,1,3907127,457140,89,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.7,0.13,0,0.19,0,0,0.19,0.13,86245.32,,,,4.7,0.19,,,77.93,13.96,62.83,7.62,51.21,,,,,1.27,,0.06,,39.47,,19546.4,783.76,17.9,,0.06,32.37,755.2,,,0,,1.9,19.74,13.96,,966.53,0.19,0.76,8.12,3601.49,0.06,2.92,94.37,4.13,23.23,380.27,16.31,4.19,2.22,1.46,4.63,0.83,0.38,8.44,8.44,6.03,0.83,0.38,1.97
,HY20,UofN,157920,1,3906316,457146,96,5,LMB Flux,Nexus_COA_Set_2.xlsx,,1.12,0.12,0,0.06,0,0,0.12,0.19,92922.99,,,,3.85,0.25,,,88.14,15.35,76.7,8.08,63.15,,,,,1.31,,0.06,,45.06,,21064.62,867.7,9.63,,0.06,36.11,950.36,,,0.06,,2.11,21.07,11,,367.84,0.31,0.25,8.7,3800.21,0,2.49,118.9,4.48,25.73,100.44,16.22,4.48,2.3,1.43,5.47,0.87,0.44,9.63,9.63,6.53,0.81,0.37,2.24
,HY20,UofN,157920,1,3906316,457146,96,5,LMB Flux,Nexus_COA_Set_2.xlsx,,1.06,0.12,0,0.06,0,0,0.12,0.19,92736.52,,,,2.67,0.25,,,89.88,15.66,75.46,8.14,56.93,,,,,1.37,,0.06,,45.56,,21114.34,862.1,9.76,,0.06,34.43,1050.43,,,0.06,,2.24,21.88,13.3,,368.65,0.31,0,9.88,3881.63,0,2.36,119.03,4.79,25.79,96.9,17.28,4.29,2.61,1.43,5.84,0.87,0.31,9.76,9.76,6.77,0.81,0.31,2.36
,HY20,UofN,157920,1,3906316,457146,96,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.75,0.12,0,0.06,0,0,0.06,0.19,93295.93,,,,4.97,0.25,,,90.44,15.79,78.5,8.08,56.44,,,,,1.43,,0.06,,45.25,,21207.57,873.91,9.82,,0.06,37.04,1191.53,,,0.06,,2.24,21.63,6.9,,368.46,0.31,0,9.94,3856.15,0,2.49,120.46,4.79,25.98,97.96,18.52,4.54,2.61,1.37,5.53,0.93,0.31,9.63,9.63,6.96,0.87,0.37,2.18
,HY20,UofN,157920,1,3906316,457146,96,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.69,0.15,0,0.05,0,0,0.1,0.15,92108.79,,,,3.3,0.15,,,87.48,15.26,68.13,7.83,46.62,,,,,1.18,,0.05,,43.57,,20947.24,850.2,7.73,,0.05,33.67,1019.55,,,0,,2.02,18.81,15.02,,362.77,0.3,0.1,9.16,3782.81,0,2.36,102.45,4.23,25.65,102.25,17.87,4.43,2.41,1.23,5.76,0.84,0.34,9.65,9.65,6.94,0.79,0.34,2.22
,HY20,UofN,157920,1,3906316,457146,96,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0.79,0.1,0,0.05,0,0,0.05,0.15,89844.22,,,,1.87,0.15,,,89.3,15.06,68.58,7.73,44.36,,,,,1.18,,0.05,,44.75,,20243.26,827.06,7.78,,0.05,32.15,1017.58,,,0,,2.02,19.45,8.66,,352.34,0.3,0.39,9.94,3646.44,0,2.36,100.08,4.28,25.55,96.05,18.66,4.43,2.36,1.48,5.56,0.84,0.3,9.85,9.85,6.74,0.79,0.34,2.26
,HY20,UofN,157920,1,3906316,457146,96,5,LMB Flux,Nexus_COA_Set_2.xlsx,,1.13,0.1,0,0.39,0,0,0.05,0.2,90878.04,,,,2.61,0.15,,,88.22,15.66,75.08,7.78,46.18,,,,,1.23,,0.05,,43.91,,22040.14,834.94,8.32,,0.05,44.6,977.7,,,0,,2.17,19.49,11.62,,357.85,0.3,0.25,9.9,3747.37,0,2.46,103.43,4.18,25.35,97.67,19.3,4.63,2.26,1.43,5.42,0.89,0.34,9.55,9.55,6.89,0.79,0.3,2.26
,HY20,UofN,157777,1,3904313,455948,103,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0,0,0.21,0.07,0.43,0,0.64,69936.46,,,,3.29,0,,,55.29,8.65,59.29,2.86,14.73,,,,,0.36,,0,,25.46,,18374.59,442.45,5.86,,0,24.39,616.32,,,0,,0.5,1.29,0,,780.33,0.07,0,0.79,2818.77,0.14,4.65,63.51,3.08,12.87,44.7,12.59,2.93,1.5,0.79,3.36,0.5,0,5.65,5.65,3.93,0.43,0,1.36
,HY20,UofN,157777,1,3904313,455948,103,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0,0,0.07,0.07,0.43,0,0.79,71667.35,,,,2.79,0,,,54.86,8.73,58.36,3.15,13.66,,,,,0.21,,0,,25.18,,18846.65,444.67,6.51,,0,23.6,577.27,,,0,,0.43,0.72,4.36,,798.93,0.07,0.93,1,2819.49,0.14,4.65,65.95,3.22,12.73,45.2,13.45,3,1.43,0.86,3.58,0.5,0,5.65,5.65,4.08,0.5,0,1.29
,HY20,UofN,157777,1,3904313,455948,103,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.14,0,0.07,0.07,0.43,0.07,0.72,70887.73,,,,1.36,0,,,54.93,8.73,60.51,2.93,13.3,,,,,0.29,,0,,25.25,,18481.88,439.59,6.29,,0,22.89,663.53,,,0,,0.36,1.43,0.93,,781.05,0.07,1.22,1.14,2794.45,0.14,4.58,63.59,3.15,13.45,42.2,13.66,2.86,1.43,0.79,3.65,0.5,0,5.79,5.79,4.29,0.43,0,1.29
,HY20,UofN,157777,1,3904313,455948,103,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0,0,0,0.05,0.35,0,0.45,69991.8,,,,5.3,0,,,55.7,8.84,51.61,3.1,15.24,,,,,0.55,,0,,25.33,,18319.77,433.64,4.4,,0,21.93,578.02,,,0,,0.7,2.3,5.15,,780.85,0.15,0.8,2.6,2746.22,0.1,4.45,63.25,3.65,12.74,36.72,15.89,2.85,1.55,0.85,3.75,0.5,0.05,5.7,5.7,4,0.4,0.05,1.45
,HY20,UofN,157777,1,3904313,455948,103,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0,0,0.3,0.05,0.35,0,0.4,69142.5,,,,1.65,0,,,56.3,8.29,49.81,2.95,15.09,,,,,0.5,,0,,25.83,,18239.83,425.25,4.85,,0,20.03,474.26,,,0,,0.85,2.4,6.29,,769.36,0.1,0.55,3.35,2756.71,0.1,4.4,62.85,3.6,12.99,37.57,16.39,2.9,1.5,0.8,3.5,0.5,0.05,5.8,5.8,4,0.45,0.05,1.4
,HY20,UofN,157777,1,3904313,455948,103,5,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0,0,0.05,0,0.3,0,0.4,68642.92,,,,3.65,0,,,54.5,8.44,47.91,3.05,14.94,,,,,0.55,,0,,25.13,,17995.04,429.89,4.15,,0,20.38,513.07,,,0,,0.85,1.9,5.5,,767.36,0.15,0.4,3.2,2788.68,0.1,4.4,61.8,3.45,12.29,38.47,16.89,2.65,1.4,0.8,3.55,0.45,0.05,5.55,5.55,3.65,0.45,0.05,1.4
,HY20,UofN,157778,1,3904313,455948,103,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.07,0,0.29,0,0.29,0,0.29,77483.48,,,,3.3,0,,,64.86,6.53,91.28,1.83,8.73,,,,,0.15,,0,,32.8,,9766.15,321.23,5.8,,0,17.54,528.59,,,0,,0.37,0.22,4.84,,615.25,0.15,0.81,0.95,3148.5,0.15,3.16,78.51,3.3,14.23,66.48,12.18,3.01,1.54,0.95,4.18,0.51,0,7.12,7.12,4.77,0.44,0,1.47
,HY20,UofN,157778,1,3904313,455948,103,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0,0.15,0,0.22,0,0.29,0,0.29,78510.73,,,,7.41,0,,,66.33,6.53,93.19,1.98,8.51,,,,,0.22,,0,,33.17,,9920.23,322.63,6.46,,0,18.42,665.87,,,0,,0.44,0.37,5.21,,621.92,0.15,0.88,1.69,3216,0.07,3.3,78.66,3.45,14.09,25.97,13.21,3.23,1.76,1.03,4.48,0.59,0,7.19,7.19,4.84,0.51,0,1.61
,HY20,UofN,157778,1,3904313,455948,103,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0,1.54,0,0.22,0,0.29,0,0.37,77556.86,,,,1.47,0,,,66.11,6.75,94.14,1.91,8.8,,,,,0.22,,0,,33.17,,9714.79,322.48,6.24,,0,17.17,574.67,,,0,,0.37,0,2.71,,614.29,0.07,0.44,1.47,3114.01,0.07,3.23,77.04,3.45,15.12,30.23,13.94,3.3,1.69,1.03,4.11,0.51,0,7.26,7.26,4.62,0.51,0,1.39
,HY20,UofN,157778,1,3904313,455948,103,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0,1.21,0,1.27,0.06,0.23,0,0.23,77467.6,,,,3.8,0,,,68.19,6.74,51.89,2.02,7.55,,,,,0.29,,0,,33.92,,9837.52,325.13,3.23,,0,17.39,561.28,,,0,,0.4,1.44,2.48,,607.65,0.17,0.46,1.96,3067.6,0.06,3.11,60.02,3.11,14.57,23.15,12.73,3.23,1.79,0.98,4.2,0.52,0.06,7.43,7.43,4.72,0.52,0.06,1.56
,HY20,UofN,157778,1,3904313,455948,103,10,LMB Flux,Nexus_COA_Set_2.xlsx,,0,1.61,0,1.32,0,0.29,0,0.23,77755.58,,,,2.19,0,,,68.94,6.51,51.89,1.9,8.35,,,,,0.23,,0,,34.15,,9923.92,329.51,3.23,,0,17.16,464.98,,,0,,0.46,1.38,5.13,,612.25,0.12,0.58,3.05,3072.21,0.12,3.17,60.53,3.17,15.15,26.78,13.71,3.05,1.73,1.15,4.09,0.58,0.06,7.55,7.55,4.72,0.46,0.06,1.73
